;batch_id;name;conc;Count_nuclei_median;distance_q_25;distance_q_75;distance_median
1232;CBK290093;Ro-15-4513;10.0;207.3333333;0.0;0.0;34.106705800485045
1233;CBK290948;Tenovin-1;10.0;200.8888889;0.0;0.0;34.1067062418792
1234;CBK041378;SULFABENZAMIDE;10.0;189.0;0.0;0.0;34.10670731596719
1235;CBK309605;ameltolide;10.0;242.2222222;0.0;0.0;34.1067074884477
1236;CBK012556;PIOGLITAZONE HYDROCHLORIDE;10.0;210.6666667;0.0;0.0;34.10670797599196
1237;CBK309308;Perospirone;10.0;237.2222222;0.0;0.0;34.106708575647126
1238;CBK309414;vitamin-E;10.0;176.3333333;0.0;0.0;34.106710068848514
1239;CBK278065;(+)-JQ1;10.0;178.375;0.0;0.0;34.10671062604609
1240;CBK308809;LY2334737;10.0;204.0;0.0;0.0;34.10671067987767
1241;CBK308709;Rostafuroxin;10.0;164.7777778;0.0;0.0;34.10671155675481
1242;CBK042056;CYCLOSERINE (D);10.0;194.875;0.0;0.0;34.1067121775748
1243;CBK309285;AZD1446;10.0;219.4444444;0.0;0.0;34.106712799345964
1244;CBK278120;Vinorelbine (ditartrate);10.0;188.5;0.0;0.0;34.10671287925337
1245;CBK308906;Cevipabulin;10.0;204.2857143;0.0;0.0;34.10671385889733
1246;CBK308138;LRRK2-IN-1;10.0;196.1111111;0.0;0.0;34.10671481550161
1247;CBK309241;Macelignan;10.0;167.1111111;0.0;0.0;34.10671481992298
1248;CBK041705;MITOTANE;10.0;233.4444444;0.0;0.0;34.106714860684896
1249;CBK200530;LANATOSIDE C;10.0;211.5555556;0.0;0.0;34.106715206634554
1250;CBK307961;HYDROXYTOLUIC ACID;10.0;217.2222222;0.0;0.0;34.1067161439067
1251;CBK309167;MK-0812 (Succinate);10.0;211.6666667;0.0;0.0;34.10671754246235
1252;CBK290136;Zatebradine (hydrochloride);10.0;192.8888889;0.0;0.0;34.10671788432563
1253;CBK309456;1-Hexadecanol;10.0;173.2222222;0.0;0.0;34.10671798743978
1254;CBK011663;TRANEXAMIC ACID;10.0;194.6666667;0.0;0.0;34.106718390639614
1255;CBK200834;desoxycortone;10.0;193.5555556;0.0;0.0;34.106718625232034
1256;CBK308556;Beta-Cyclodextrin;10.0;182.6666667;0.0;0.0;34.106719293752874
1257;CBK308342;NAB-2;10.0;207.2222222;0.0;0.0;34.10671949330239
1258;CBK309265;nemorubicin;10.0;193.4444444;0.0;0.0;34.106720006145075
1259;CBK041671;CETRIMONIUM BROMIDE;10.0;188.2222222;0.0;0.0;34.10672035028129
1260;CBK041429;UREA;10.0;239.2222222;0.0;0.0;34.106720554198304
1261;CBK041215;EFAROXAN HYDROCHLORIDE;10.0;220.3333333;0.0;0.0;34.10672094950908
1262;CBK200973;CANDESARTAN;10.0;225.1111111;0.0;0.0;34.10672106519508
1263;CBK041323;EVANS BLUE;10.0;196.4444444;0.0;0.0;34.106722068066205
1264;CBK041668;THONZYLAMINE HYDROCHLORIDE;10.0;185.3333333;0.0;0.0;34.10672255481701
1265;CBK309310;6-aminochrysene;10.0;209.3333333;0.0;0.0;34.106722754289244
1266;CBK290893;Rupatadine Fumarate;10.0;183.5555556;0.0;0.0;34.10672447463213
1267;CBK308845;GSK163090;10.0;182.0;0.0;0.0;34.10672537291575
1268;CBK041827;HYDRASTINE (1R, 9S);10.0;188.4444444;0.0;0.0;34.10672542802633
1269;CBK290832;Laquinimod (ABR-215062);10.0;227.4444444;0.0;0.0;34.10672561553111
1270;CBK308717;UNC2025 (hydrochloride);10.0;186.4444444;0.0;0.0;34.106726488454356
1271;CBK309555;CH5183284 (Debio-1347);10.0;205.7777778;0.0;0.0;34.10672692408975
1272;CBK290751;TAK-700 (Orteronel);10.0;232.8888889;0.0;0.0;34.10672780984799
1273;CBK042044;DIMETHADIONE;10.0;199.6666667;0.0;0.0;34.10672889109212
1274;CBK278004;TENIPOSIDE;10.0;178.0;0.0;0.0;34.10672905604087
1275;CBK041538;NICERGOLINE;10.0;216.6666667;0.0;0.0;34.10672913417507
1276;CBK309616;sulmetozine;10.0;191.1111111;0.0;0.0;34.106729694535396
1277;CBK290802;CHIR-98014;10.0;179.5555556;0.0;0.0;34.10672995388114
1278;CBK041694;ISOXICAM;10.0;155.7777778;0.0;0.0;34.10673016366797
1279;CBK309318;bismuth-subgallate;10.0;204.2222222;0.0;0.0;34.10673038421017
1280;CBK042178;MITOXANTRONE HYDROCHLORIDE;10.0;169.3333333;0.0;0.0;34.10673133516662
1281;CBK309568;PluriSIn #1 (NSC 14613);10.0;193.2222222;0.0;0.0;34.10673200608555
1282;CBK308208;NS-8593;10.0;188.1111111;0.0;0.0;34.10673217205195
1283;CBK309250;Dehydrocorydaline (chloride);10.0;214.2222222;0.0;0.0;34.10673365351172
1284;CBK308741;Y16;10.0;212.8888889;0.0;0.0;34.106734307023565
1285;CBK289823;Licochalcone A;10.0;235.8888889;0.0;0.0;34.10673454002505
1286;CBK289880;Taurocholic acid;10.0;196.0;0.0;0.0;34.10673538372099
1287;CBK290793;Pramiracetam;10.0;194.8888889;0.0;0.0;34.10673569250685
1288;CBK308223;KB-SRC-4;10.0;200.8888889;0.0;0.0;34.10673685114852
1289;CBK308489;Indinavir;10.0;226.1111111;0.0;0.0;34.10673687933257
1290;CBK309389;prolylleucylglycinamide;10.0;171.0;0.0;0.0;34.106737318565486
1291;CBK041599;PRALIDOXIME MESYLATE;10.0;157.4444444;0.0;0.0;34.10673841391795
1292;CBK293882;WZ4003;10.0;213.3333333;0.0;0.0;34.10673862060249
1293;CBK308649;Olcegepant;10.0;191.6666667;0.0;0.0;34.10673891589285
1294;CBK308329;TC-NTR1-17;10.0;209.3333333;0.0;0.0;34.106739277447254
1295;CBK290474;IEM1460;10.0;189.0;0.0;0.0;34.10673943859175
1296;CBK309459;Valnemulin HCl;10.0;194.2222222;0.0;0.0;34.106739481078904
1297;CBK309644;D-(-)-Tagatose;10.0;170.1111111;0.0;0.0;34.10674109839949
1298;CBK301269;UNC0642;10.0;205.0;0.0;0.0;34.10674246898515
1299;CBK293869;CZC24832;10.0;204.5555556;0.0;0.0;34.10674306088805
1300;CBK290617;Silymarin (Silybin B);10.0;224.3333333;0.0;0.0;34.106744420011694
1301;CBK042024;ESTRADIOL CYPIONATE;10.0;209.25;0.0;0.0;34.10674442650764
1302;CBK290529;Amonafide;10.0;188.8888889;0.0;0.0;34.10674461493622
1303;CBK290967;QNZ (EVP4593);10.0;184.1111111;0.0;0.0;34.106744731816406
1304;CBK277866;indatraline;10.0;199.3333333;0.0;0.0;34.10674623559522
1305;CBK309543;FH1(BRD-K4477);10.0;206.0;0.0;0.0;34.106746476850795
1306;CBK288339;A66;10.0;200.2222222;0.0;0.0;34.1067476095504
1307;CBK041682;FIPEXIDE HYDROCHLORIDE;10.0;161.4444444;0.0;0.0;34.106748422912034
1308;CBK016139;MEBENDAZOLE;10.0;160.7777778;0.0;0.0;34.106748558474074
1309;CBK290094;GS-39783;10.0;185.2222222;0.0;0.0;34.10674893465694
1310;CBK200662;ORNIDAZOLE;10.0;227.8888889;0.0;0.0;34.1067489921783
1311;CBK308331;TC-E-5002;10.0;241.5555556;0.0;0.0;34.10674911962562
1312;CBK293877;TAK-632;10.0;197.1111111;0.0;0.0;34.106749404780174
1313;CBK200993;phentermine;10.0;166.2222222;0.0;0.0;34.10675069020023
1314;CBK308813;Nandrolone decanoate;10.0;212.2222222;0.0;0.0;34.10675100250103
1315;CBK220243;P5091 (P005091);10.0;229.6666667;0.0;0.0;34.1067513094013
1316;CBK290985;Ticagrelor;10.0;182.1111111;0.0;0.0;34.106751576923685
1317;CBK309598;3-bromocamphor;10.0;198.8888889;0.0;0.0;34.10675236608794
1318;CBK290334;SCH-28080;10.0;169.2222222;0.0;0.0;34.10675287080482
1319;CBK042130;CHLORAMBUCIL;10.0;211.8888889;0.0;0.0;34.10675294358834
1320;CBK011579;GRANISETRON HYDROCHLORIDE;10.0;220.7777778;0.0;0.0;34.106753072202295
1321;CBK290304;5-BDBD;10.0;193.875;0.0;0.0;34.10675331040578
1322;CBK309471;Ospemifene;10.0;196.5555556;0.0;0.0;34.10675348982608
1323;CBK278002;Patupilone (EPO906, Epothilone B);10.0;190.2222222;0.0;0.0;34.10675397681799
1324;CBK308009;talopram;10.0;206.6666667;0.0;0.0;34.10675456810689
1325;CBK307797;OLTIPRAZ;10.0;219.4444444;0.0;0.0;34.10675494613836
1326;CBK041910;PREDNISONE;10.0;184.0;0.0;0.0;34.10675517695158
1327;CBK041637;ABAMECTIN (avermectin B1a shown);10.0;203.6666667;0.0;0.0;34.106755432715005
1328;CBK308418;CGP-60474;10.0;146.5555556;0.0;0.0;34.10675641839095
1329;CBK308455;astaxanthin;10.0;199.8888889;0.0;0.0;34.106756836170895
1330;CBK308319;BIO-5192;10.0;223.5;0.0;0.0;34.10675722209323
1331;CBK309306;Esomeprazole magnesium trihydrate;10.0;208.7777778;0.0;0.0;34.10675732407399
1332;CBK309528;STF-118804;10.0;209.8571429;0.0;0.0;34.10675733785861
1333;CBK201004;Rofecoxib;10.0;191.5555556;0.0;0.0;34.10675771051295
1334;CBK201110;BP-897;10.0;224.7777778;0.0;0.0;34.10675776022817
1335;CBK308503;sodium-tanshinone-ii-a-sulfonate;10.0;211.4444444;0.0;0.0;34.106757762372126
1336;CBK308959;Ebrotidine;10.0;219.5555556;0.0;0.0;34.10675813534511
1337;CBK042005;GUAIFENESIN;10.0;201.8888889;0.0;0.0;34.106759525110654
1338;CBK290875;TG 100713;10.0;195.3333333;0.0;0.0;34.106760295626394
1339;CBK200945;Catharanthine;10.0;201.6666667;0.0;0.0;34.10676203616138
1340;CBK303971;Chidamide;10.0;176.0;0.0;0.0;34.10676232073265
1341;CBK309634;desoxycorticosterone-pivalate;10.0;193.4444444;0.0;0.0;34.10676241589235
1342;CBK307939;phenylacetylglutamine;10.0;227.5555556;0.0;0.0;34.10676245714545
1343;CBK308879;Teneligliptin;10.0;204.2222222;0.0;0.0;34.106762484198235
1344;CBK041539;PRAMOXINE HYDROCHLORIDE;10.0;215.7777778;0.0;0.0;34.10676303356728
1345;CBK290526;Flupirtine (Maleate);10.0;178.5555556;0.0;0.0;34.10676394305281
1346;CBK290061;SR-2640;10.0;226.6666667;0.0;0.0;34.10676432311966
1347;CBK290723;LY411575;10.0;201.25;0.0;0.0;34.10676486303022
1348;CBK308436;GS-143;10.0;202.4444444;0.0;0.0;34.10676493397103
1349;CBK084334;Rimonabant (SR141716);10.0;212.7777778;0.0;0.0;34.10676503633839
1350;CBK200536;CLEMIZOLE HYDROCHLORIDE;10.0;219.3333333;0.0;0.0;34.106765274852904
1351;CBK308419;CGP-74514;10.0;157.8888889;0.0;0.0;34.10676587054004
1352;CBK041895;SALICYL ALCOHOL;10.0;213.125;0.0;0.0;34.10676731754318
1353;CBK011677;dihydroergotamine;10.0;205.7777778;0.0;0.0;34.106767805584
1354;CBK012158;TRIAMTERENE;10.0;194.75;0.0;0.0;34.106768378040755
1355;CBK308714;AMG 232;10.0;189.4444444;0.0;0.0;34.10676882215107
1356;CBK041426;TUAMINOHEPTANE SULFATE;10.0;182.1111111;0.0;0.0;34.10676955692565
1357;CBK041888;QUINIDINE GLUCONATE|QUININE;10.0;214.3333333;0.0;0.0;34.10676965169798
1358;CBK041118;fulvestrant;10.0;205.6666667;0.0;0.0;34.106770171045625
1359;CBK308907;Firategrast;10.0;212.3333333;0.0;0.0;34.10677041936926
1360;CBK308027;DIMPYLATE;10.0;201.4444444;0.0;0.0;34.10677125704311
1361;CBK290112;apoptosis-activator-II;10.0;222.4444444;0.0;0.0;34.10677218626181
1362;CBK289739;SODIUM PHENYLBUTYRATE;10.0;207.1111111;0.0;0.0;34.10677220482448
1363;CBK309368;PARICALCITOL;10.0;198.2222222;0.0;0.0;34.106772374279984
1364;CBK201065;TOPIRAMATE;10.0;240.3333333;0.0;0.0;34.10677249658809
1365;CBK200978;Gemcitabine;10.0;242.75;0.0;0.0;34.106772607419146
1366;CBK308885;Tafamidis;10.0;206.6666667;0.0;0.0;34.106772655698755
1367;CBK289957;AH6809;10.0;161.6666667;0.0;0.0;34.10677277829521
1368;CBK277939;BIIB021;10.0;250.0;0.0;0.0;34.10677415915711
1369;CBK042108;BECLOMETHASONE DIPROPIONATE;10.0;203.5555556;0.0;0.0;34.106774195503995
1370;CBK308667;CTS-1027;10.0;179.6666667;0.0;0.0;34.10677425744967
1371;CBK288275;GSK461364;10.0;179.6666667;0.0;0.0;34.10677438732168
1372;CBK308480;3-(4-Methylbenzylidene)camphor;10.0;183.1111111;0.0;0.0;34.106776342811294
1373;CBK290161;AMG-9810;10.0;209.6666667;0.0;0.0;34.106777470759226
1374;CBK291037;Tiotropium Bromide hydrate;10.0;175.8888889;0.0;0.0;34.106777635527294
1375;CBK309082;Sivelestat (sodium tetrahydrate);10.0;226.8333333;0.0;0.0;34.10677866482498
1376;CBK200818;IOHEXOL|Iopamidol;10.0;189.05555555;0.0;0.0;34.10677893193943
1377;CBK307970;tacalcitol;10.0;184.1111111;0.0;0.0;34.106780031409855
1378;CBK309716;bupicomide;10.0;189.4444444;0.0;0.0;34.106780566015125
1379;CBK307894;D-LACTITOL MONOHYDRATE;10.0;210.8888889;0.0;0.0;34.10678079103929
1380;CBK277915;LOMUSTINE;10.0;186.5555556;0.0;0.0;34.10678103617538
1381;CBK307912;PYRITINOL;10.0;202.3333333;0.0;0.0;34.10678125643454
1382;CBK041183;apigenin;10.0;219.2222222;0.0;0.0;34.10678155537606
1383;CBK308394;SP-141;10.0;208.125;0.0;0.0;34.1067817677229
1384;CBK308772;RBC8;10.0;205.6666667;0.0;0.0;34.106782847270416
1385;CBK308728;Balipodect;10.0;178.5555556;0.0;0.0;34.10678296213404
1386;CBK290836;WP1066;10.0;183.8888889;0.0;0.0;34.106783866507975
1387;CBK041987;INDOMETHACIN;10.0;197.7777778;0.0;0.0;34.106784534401974
1388;CBK307990;ACETYLSALICYLANILIDE;10.0;181.125;0.0;0.0;34.10678491687134
1389;CBK309028;MB05032;10.0;168.8888889;0.0;0.0;34.10678503866776
1390;CBK011562;Nizofenone fumarate;10.0;219.8888889;0.0;0.0;34.106785506704846
1391;CBK309411;glutathione-monoisopropyl-ester;10.0;182.0;0.0;0.0;34.106786076677174
1392;CBK041913;NITROFURAZONE;10.0;190.8888889;0.0;0.0;34.10678719036954
1393;CBK278101;AVN-944;10.0;201.4444444;0.0;0.0;34.10678731386299
1394;CBK290550;Varenicline tartrate;10.0;188.1111111;0.0;0.0;34.10678786998491
1395;CBK290329;nafadotride;10.0;248.7777778;0.0;0.0;34.106788355918134
1396;CBK290805;MK-8245;10.0;188.7777778;0.0;0.0;34.10678872240213
1397;CBK042174;pentolinium;10.0;160.0;0.0;0.0;34.10678936281356
1398;CBK290361;(ethylsulfanyl)methanimidamide hydrobromide;10.0;180.7777778;0.0;0.0;34.10679005726531
1399;CBK308865;RO4987655;10.0;234.0;0.0;0.0;34.1067903455443
1400;CBK290791;Ginkgolide A;10.0;179.7777778;0.0;0.0;34.10679136680357
1401;CBK290818;RG108;10.0;196.4444444;0.0;0.0;34.10679264003924
1402;CBK290855;CP 673451;10.0;191.0;0.0;0.0;34.10679327061686
1403;CBK290201;AC-7954-(+/-);10.0;163.6666667;0.0;0.0;34.10679389067329
1404;CBK288307;WYE-354;10.0;173.4444444;0.0;0.0;34.10679402721714
1405;CBK277964;Trametinib;10.0;220.2222222;0.0;0.0;34.10679414769644
1406;CBK308806;Biapenem;10.0;194.2222222;0.0;0.0;34.10679591381808
1407;CBK042093;CETYLPYRIDINIUM CHLORIDE;10.0;214.2222222;0.0;0.0;34.106796170489005
1408;CBK308084;AZM-475271;10.0;204.5555556;0.0;0.0;34.10679695857984
1409;CBK308343;GKA-50;10.0;181.6666667;0.0;0.0;34.10679735138026
1410;CBK201159;Uridine;10.0;212.2222222;0.0;0.0;34.106798730615786
1411;CBK201088;TINIDAZOLE;10.0;211.25;0.0;0.0;34.1067989795321
1412;CBK290850;Alpelisib (BYL719);10.0;193.625;0.0;0.0;34.106799460110565
1413;CBK309042;Etifoxine (hydrochloride);10.0;186.0;0.0;0.0;34.106799834751605
1414;CBK289767;(-)-Epigallocatechin Gallate;10.0;203.1428571;0.0;0.0;34.10679986850624
1415;CBK303919;PND-1186;10.0;199.1111111;0.0;0.0;34.10680109488924
1416;CBK200894;nifurtimox;10.0;192.5555556;0.0;0.0;34.106802120116406
1417;CBK200647;METFORMIN HYDROCHLORIDE;10.0;208.3333333;0.0;0.0;34.10680244650506
1418;CBK308234;TC-LPA5-4;10.0;200.3333333;0.0;0.0;34.10680252549815
1419;CBK040945;spiroxatrine;10.0;207.0;0.0;0.0;34.106802954903145
1420;CBK308578;AN2718;10.0;192.0;0.0;0.0;34.10680332946869
1421;CBK290074;BTS;10.0;216.3333333;0.0;0.0;34.10680419518348
1422;CBK041490;Naringin (Naringoside);10.0;195.1111111;0.0;0.0;34.10680419817208
1423;CBK307899;QUINAPRILAT;10.0;223.875;0.0;0.0;34.1068052406391
1424;CBK288294;PD318088;10.0;193.4444444;0.0;0.0;34.10680545595684
1425;CBK041521;MEFEXAMIDE HYDROCHLORIDE;10.0;187.3333333;0.0;0.0;34.10680709938091
1426;CBK040823;guvacine;10.0;205.8888889;0.0;0.0;34.10680742617491
1427;CBK041150;A61603;10.0;180.7777778;0.0;0.0;34.10680743049227
1428;CBK041045;1-(3-Chlorophenyl)piperazine·HCl;10.0;206.7777778;0.0;0.0;34.10680829666628
1429;CBK308438;sphingosylphosphorylcholine;10.0;184.1111111;0.0;0.0;34.10680830778897
1430;CBK289944;1-acetyl-4-methylpiperazine;10.0;194.2222222;0.0;0.0;34.106808355710854
1431;CBK308947;Ertugliflozin;10.0;192.0;0.0;0.0;34.10680880821275
1432;CBK309544;FPH1 (BRD-6125);10.0;209.5555556;0.0;0.0;34.106809810547986
1433;CBK041461;HYDROQUINIDINE;10.0;233.6666667;0.0;0.0;34.10680997030877
1434;CBK290635;Hordenine;10.0;188.0;0.0;0.0;34.106810371983364
1435;CBK309417;Letosteine;10.0;206.1111111;0.0;0.0;34.10681149286008
1436;CBK290911;Mozavaptan;10.0;244.2222222;0.0;0.0;34.10681157175922
1437;CBK041746;TERFENADINE;10.0;179.3333333;0.0;0.0;34.10681204857211
1438;CBK201011;TENATOPRAZOLE;10.0;190.2222222;0.0;0.0;34.10681253446049
1439;CBK277963;CAL-101 (GS-1101);10.0;225.1111111;0.0;0.0;34.1068129627777
1440;CBK200891;MONOBENZONE;10.0;168.7777778;0.0;0.0;34.10681337836914
1441;CBK200747;diphenidol;10.0;226.625;0.0;0.0;34.106813437744734
1442;CBK308165;D-Pinitol;10.0;199.3333333;0.0;0.0;34.10681349863765
1443;CBK308453;Bevantolol HCl;10.0;228.4444444;0.0;0.0;34.10681360920273
1444;CBK307755;SODIUM TETRADECYL SULFATE;10.0;201.7777778;0.0;0.0;34.106814349562846
1445;CBK041979;HOMATROPINE METHYLBROMIDE;10.0;215.7777778;0.0;0.0;34.10681535304813
1446;CBK115354;SU9516;10.0;175.4444444;0.0;0.0;34.106815562635795
1447;CBK041548;SULPIRIDE (S [-])|levosulpiride;10.0;193.38888889999998;0.0;0.0;34.10681631442078
1448;CBK041497;AMINACRINE;10.0;196.0;0.0;0.0;34.10681665485583
1449;CBK309619;pyridoxal;10.0;197.1111111;0.0;0.0;34.10681672082424
1450;CBK290314;SRC-kinase-inhibitor-I;10.0;226.4444444;0.0;0.0;34.10681674439006
1451;CBK303885;RGFP966;10.0;193.1111111;0.0;0.0;34.10681676966755
1452;CBK015587;TRICHLORMETHIAZIDE;10.0;203.7777778;0.0;0.0;34.106817089094896
1453;CBK290997;PRT062607 (P505-15, PRT2607, BIIB057) HCl;10.0;206.8888889;0.0;0.0;34.10681960164899
1454;CBK289968;BUCLADESINE SODIUM;10.0;155.2222222;0.0;0.0;34.106819775309944
1455;CBK278157;disodium 7,7'-(carbonyldiimino)bis(4-hydroxy-2-naphthalenesulfonate);10.0;224.125;0.0;0.0;34.10681979442033
1456;CBK290631;MANNITOL;10.0;213.5555556;0.0;0.0;34.106820652093724
1457;CBK290830;TAK-285;10.0;191.125;0.0;0.0;34.106820848065155
1458;CBK278013;Quizartinib (AC220);10.0;183.3333333;0.0;0.0;34.10682225400068
1459;CBK290374;Tetradecylthioacetic acid;10.0;196.5555556;0.0;0.0;34.10682256466058
1460;CBK308540;metipranolol;10.0;226.2222222;0.0;0.0;34.10682283347046
1461;CBK290039;GW-7647;10.0;196.5555556;0.0;0.0;34.10682284991776
1462;CBK041686;PERHEXILINE MALEATE;10.0;162.2222222;0.0;0.0;34.106823251965
1463;CBK290650;GSK1292263;10.0;154.2222222;0.0;0.0;34.1068233756925
1464;CBK307986;A-438079;10.0;208.6666667;0.0;0.0;34.106823563222
1465;CBK308890;Remimazolam (benzenesulfonate);10.0;239.6666667;0.0;0.0;34.10682372485837
1466;CBK308993;STF-083010;10.0;182.3333333;0.0;0.0;34.10682420681301
1467;CBK308633;NSC5844;10.0;173.75;0.0;0.0;34.10682522810396
1468;CBK011669;GEMFIBROZIL;10.0;217.1111111;0.0;0.0;34.10682603608003
1469;CBK288332;Telatinib (BAY 57-9352);10.0;211.6666667;0.0;0.0;34.106826245362676
1470;CBK290376;acetyl-farnesyl-cysteine;10.0;194.5555556;0.0;0.0;34.106827011017614
1471;CBK309109;CaMKII-IN-1;10.0;207.1111111;0.0;0.0;34.1068270564364
1472;CBK290292;NH125;10.0;188.875;0.0;0.0;34.106828641924
1473;CBK308021;Rec-15/2615;10.0;181.25;0.0;0.0;34.10682939450003
1474;CBK200766;MESTRANOL;10.0;185.8888889;0.0;0.0;34.106829514334926
1475;CBK289977;PD-81723;10.0;180.5;0.0;0.0;34.106829670995594
1476;CBK042153;ETHYLENEDIAMINE TETRACETIC ACID;10.0;213.2222222;0.0;0.0;34.10682978308017
1477;CBK041670;TENOXICAM;10.0;159.4444444;0.0;0.0;34.106831082729386
1478;CBK290130;R-59022;10.0;198.4444444;0.0;0.0;34.10683139341315
1479;CBK308499;5-(4chlorophenyl)-4-ethyl-2,4-dihydro-3H-1,2,4-triazol-3-one;10.0;191.8888889;0.0;0.0;34.10683224081794
1480;CBK309656;2-(2,5-Dioxopyrrolidin-1-Yl)Ethyl Methyl Fumarate;10.0;234.7777778;0.0;0.0;34.106832296966914
1481;CBK023827;METOCLOPRAMIDE HYDROCHLORIDE;10.0;212.0;0.0;0.0;34.106832976826816
1482;CBK308550;Docosanoic acid;10.0;210.0;0.0;0.0;34.10683305865343
1483;CBK041659;PYRITHYLDIONE;10.0;176.5555556;0.0;0.0;34.10683345438437
1484;CBK290353;BF2.649;10.0;186.4444444;0.0;0.0;34.106833800317716
1485;CBK309413;tribomsalan;10.0;192.7777778;0.0;0.0;34.10683520666423
1486;CBK005426;CINCHONIDINE|CINCHONINE;10.0;198.5;0.0;0.0;34.10683540406836
1487;CBK309326;trofinetide;10.0;214.4444444;0.0;0.0;34.10683574028361
1488;CBK290636;Lappaconite Hydrobromide;10.0;166.7777778;0.0;0.0;34.10683595800225
1489;CBK307727;Triglycidyl isocyanurate;10.0;142.2222222;0.0;0.0;34.10683600067139
1490;CBK308978;SAR407899 (hydrochloride);10.0;206.2222222;0.0;0.0;34.10683621829188
1491;CBK307946;S 18986;10.0;215.3333333;0.0;0.0;34.10683862426551
1492;CBK281301;Cyclocytidine HCl;10.0;152.5555556;0.0;0.0;34.10683885238318
1493;CBK308617;PF-03049423;10.0;205.2222222;0.0;0.0;34.10683926363844
1494;CBK200550;digitoxigenin;10.0;189.6666667;0.0;0.0;34.106839811906475
1495;CBK291079;TAK-875;10.0;237.5555556;0.0;0.0;34.10684000516296
1496;CBK309572;Sinefungin;10.0;188.7777778;0.0;0.0;34.10684060376381
1497;CBK200600;REBAMIPIDE;10.0;219.6666667;0.0;0.0;34.106840729110154
1498;CBK308024;DACTINOMYCIN;10.0;179.3333333;0.0;0.0;34.10684098020712
1499;CBK309235;NADPH (tetracyclohexanamine);10.0;168.0;0.0;0.0;34.10684116418098
1500;CBK278084;Crenolanib (CP-868596);10.0;172.2222222;0.0;0.0;34.106841404467914
1501;CBK175920;FIPRONIL;10.0;249.8888889;0.0;0.0;34.106841631256295
1502;CBK307800;PYRONARIDINE TETRAPHOSPHATE;10.0;218.0;0.0;0.0;34.106842064201004
1503;CBK042013;DOXYLAMINE SUCCINATE;10.0;183.125;0.0;0.0;34.10684300823392
1504;CBK041652;ALTRETAMINE;10.0;187.2222222;0.0;0.0;34.10684359586302
1505;CBK308348;ferrostatin-1;10.0;209.7777778;0.0;0.0;34.106843848595446
1506;CBK041954;IODOQUINOL;10.0;194.7777778;0.0;0.0;34.10684436443912
1507;CBK308912;Bay 60-7550;10.0;196.2222222;0.0;0.0;34.10684445744535
1508;CBK308620;Bifendate;10.0;214.5555556;0.0;0.0;34.10684495270577
1509;CBK041058;cirazoline;10.0;215.375;0.0;0.0;34.10684641267841
1510;CBK308946;INCB 3284;10.0;210.5;0.0;0.0;34.106847727984146
1511;CBK290610;DEFERIPRONE;10.0;173.8888889;0.0;0.0;34.10684817224211
1512;CBK309565;ONO-4059;10.0;198.0;0.0;0.0;34.10684835076757
1513;CBK041937;METHOCARBAMOL;10.0;238.2222222;0.0;0.0;34.106848748089696
1514;CBK023985;TRIENTINE HYDROCHLORIDE;10.0;199.8888889;0.0;0.0;34.10684876277692
1515;CBK309057;Elafibranor;10.0;180.1111111;0.0;0.0;34.106848851719015
1516;CBK227791;LY288513;10.0;187.7777778;0.0;0.0;34.10684887372014
1517;CBK289950;dihydroergocristine;10.0;233.2222222;0.0;0.0;34.1068489060705
1518;CBK042139;BACITRACIN;10.0;228.3333333;0.0;0.0;34.10684896302636
1519;CBK308788;PF-4136309;10.0;214.7777778;0.0;0.0;34.106849304442726
1520;CBK309580;CGP 37849;10.0;188.4444444;0.0;0.0;34.106849471122274
1521;CBK290681;Emodin;10.0;211.2222222;0.0;0.0;34.10684947503538
1522;CBK042129;CEPHRADINE|Cefradine;10.0;188.33333334999998;0.0;0.0;34.106849829522936
1523;CBK308470;gamma-linolenic-acid;10.0;188.7777778;0.0;0.0;34.106851507575506
1524;CBK309400;C-751;10.0;201.1111111;0.0;0.0;34.106852460459066
1525;CBK041415;TRIHEXYPHENIDYL HYDROCHLORIDE;10.0;240.6666667;0.0;0.0;34.106853098250205
1526;CBK290405;Seratrodast;10.0;224.8888889;0.0;0.0;34.10685472454283
1527;CBK041191;SB-216641;10.0;206.625;0.0;0.0;34.106854772255346
1528;CBK308176;PHP-501 trifluoroacetate;10.0;182.5555556;0.0;0.0;34.10685493793928
1529;CBK289986;SCH-202676;10.0;203.3333333;0.0;0.0;34.10685529618875
1530;CBK041000;linsidomine;10.0;208.8888889;0.0;0.0;34.10685679588161
1531;CBK308326;NKY-80;10.0;209.7777778;0.0;0.0;34.106857088362
1532;CBK309283;BMS-688521;10.0;203.8888889;0.0;0.0;34.10685746301535
1533;CBK290874;ML130;10.0;200.7777778;0.0;0.0;34.106857575119705
1534;CBK307849;PERINDOPRILAT;10.0;223.2222222;0.0;0.0;34.10685785902513
1535;CBK291000;Lubiprostone;10.0;187.2222222;0.0;0.0;34.10685818611049
1536;CBK309184;Pasireotide (ditrifluoroacetate);10.0;131.5555556;0.0;0.0;34.10685846960044
1537;CBK308886;Tedizolid;10.0;191.3333333;0.0;0.0;34.1068590241765
1538;CBK278038;Neratinib (HKI-272);10.0;200.7777778;0.0;0.0;34.106859222669335
1539;CBK309658;Ertapenem sodium;10.0;201.6666667;0.0;0.0;34.10685989457332
1540;CBK290208;talniflumate;10.0;193.4444444;0.0;0.0;34.10686021303371
