batch_id	NAME
BJ1898873	Oprozomib (ONX 0912)
BJ1898882	(-)-Blebbistatin
BJ1898883	VE-822
BJ1898889	NU6027
BJ1898899	P5091 (P005091)
BJ1898900	P22077
BJ1898902	LDN-57444
BJ1898903	BMS-833923 (XL139)
BJ1898909	LDN-212854
BJ1898910	ML347
BJ1898911	NSC319726
BJ1898918	UNC1999
BJ1898927	1-Azakenpaullone
BJ1898928	GZD824 Dimesylate
BJ1898929	RKI-1447
BJ1898941	AZD2858
BJ1898944	SKLB1002
BJ1898947	Golgicide A
BJ1898949	SGI-1027
BJ1898951	JIB04 (NSC693627)
BJ1898963	EHop-016
BJ1898980	Loxistatin Acid (E-64C)
BJ1898984	ZLN005
BJ1898990	LB42708
BJ1898993	CK-636
BJ1898994	(S)-crizotinib
BJ1898995	ML167
BJ1898998	Y-320
BJ1898999	AZD7545
BJ1899001	EW-7197
BJ1899002	PF-06463922
BJ1899013	Omaveloxolone (RTA-408)
BJ1899020	ORY-1001 (RG-6016) 2HCl
BJ1899023	Endoxifen HCl
BJ1899036	BIX 01294
BJ1899037	VE-821
BJ1899046	PRT062607 (P505-15, PRT2607, BIIB057) HCl
BJ1899047	Apremilast (CC-10004)
BJ1899056	Pacritinib (SB1518)
BJ1899060	Bardoxolone Methyl
BJ1899068	Rose Bengal Sodium Salt
BJ1899084	thiothixene
BJ1899137	thaliblastine
BJ1899181	ditiocarb-sodium-trihydrate
BJ1899227	7-methoxytacrine
BJ1899273	difenpiramide
DD4386002	DD4386002
DD4386005	Toremifene citrate
DD4386006	remdesivir
DI1202001	GC376
DI1202003	ML188
DI1214779	UEFHFKKWYKVLDC-HTQYORAHSA-N
DI1215028	JYNZCQHQWDOOKH-UHFFFAOYSA-N
DI1215031	ZSRXFAYSWKXJOX-UHFFFAOYSA-N
DI1215217	IILXPBTUEULZRC-UHFFFAOYSA-N
DI1216714	ZRNSWACRUSIKKQ-XQRVVYSFSA-N
DI1220585	QPSKKCDYWZWBCM-UHFFFAOYSA-N
DI1223002	PBFCUAIURSSMLA-UHFFFAOYSA-N
DI1223382	VDTHHHLGCXKCAO-KRWDZBQOSA-N
DI1224391	TYMMYRXZAZTECB-UHFFFAOYSA-N
DI1227924	LUSABPPAFHAANK-UHFFFAOYSA-N
DI1231693	OARVWIXCJKNFHW-UHFFFAOYSA-N
DI1235174	AEPNJSXHHVEOEX-UHFFFAOYSA-N
DI1242486	DCJLNFMNBVYQFR-UHFFFAOYSA-N
DI1242880	GODLIFKIXOXQIS-UHFFFAOYSA-N
DI1244026	ULYPIXORALMQAH-UHFFFAOYSA-N
DI1244627	KVJIMMQVXHIWBU-IBGZPJMESA-N
DI1247169	ZZKQNBNYCRCFCW-UHFFFAOYSA-N
DI1247284	RORQOOOXIGTFEK-UHFFFAOYSA-N
DI1248497	BMBQXCMFLGSXOJ-ATGUSINASA-N
DI1249259	NXCPSOJXOWCPQZ-UHFFFAOYSA-N
DI1249756	HFEQTENZBXONEC-KRWDZBQOSA-N
DI1251332	ODICPULKHOZXSO-UHFFFAOYSA-N
DI1251367	NHXUUHQBQCYVAY-UHFFFAOYSA-N
DI1252050	BPJQEISLTSNGMX-UHFFFAOYSA-N
DI1253612	RPURJYMLAQFNOX-UHFFFAOYSA-N
DI1255030	KPLOFHGCRPXDTN-UHFFFAOYSA-N
DI1265563	AKUVIOOPJFZFCY-JOCHJYFZSA-N
DI1269304	KOJAOTUSRSJRFI-UHFFFAOYSA-N
DMSO	DMSO
DO8167002	Nirmatrelvir
XX0002459	ZFDRCLHVJQNMFU-UHFFFAOYSA-N
XX0002510	VQZCWJKLJGUJMY-UHFFFAOYSA-N
XX0014997	PEPPRIANRLGHDW-UHFFFAOYSA-N
XX0017003	UCGVIFKZVBPWLR-UHFFFAOYSA-N
XX0017004	LJMNIRFVWJVEFD-UHFFFAOYSA-N
XX0017005	XZJRBPXVNCUTIZ-UHFFFAOYSA-N
XX0017006	VGJLVYPMWYTIFB-UHFFFAOYSA-N
XX0017282	NWAXQIGOONAAQX-UHFFFAOYSA-N
XX0017318	LWLZENCFJJMQMA-UHFFFAOYSA-N
XX0017358	CNZIQHGDUXRUJS-PTNHGACKSA-N
XX0018002	NGLHMDFPRVCRPX-UHFFFAOYSA-N
XX0018204	KUTXWWXUJTVJLJ-UHFFFAOYSA-N
XX0018278	IDGMJUXKGPSUDC-UHFFFAOYSA-N
XX0018402	GBCVQFRXHFMNCA-UHFFFAOYSA-N
XX0018652	HNTFXEBAPWCKKN-UHFFFAOYSA-N
XX0018659	SZXKKLUZNAQNME-UHFFFAOYSA-N
XX0018847	UBIRBSHOBFFLDX-UHFFFAOYSA-N
XX0018894	UQUPRKVKOUMIQM-RIYZIHGNSA-N
XX0018965	DZALTSGNWCSPDB-AWEZNQCLSA-N
XX0018966	FTFOPGZFHHNAAR-UHFFFAOYSA-N
XX0018967	SXNHWSYBFZZDFP-UHFFFAOYSA-N
XX0019414	YTUXITDFORUZMR-UHFFFAOYSA-N
XX0019832	ZQTOZLYOIRKCPL-UHFFFAOYSA-N
XX0021226	DCWLESYVTAJANQ-UHFFFAOYSA-N
XX0021713	RWAYODJQGJVQGX-UHFFFAOYSA-N
XX0028161	OOTFLCWHBTXCTH-UHFFFAOYSA-N
XX0029081	BNZWYVIOOGYHBQ-HEXCQMFFSA-N
XX0030211	WUJOSFGWZQJDLV-UHFFFAOYSA-N
XX0034184	CCEVJKZHAJJQJR-QPJJXVBHSA-N
XX0036774	OCAVMKVWIDNDMV-UHFFFAOYSA-N
XX0041473	LCSSYMDTSDFSCR-UHFFFAOYSA-N
XX0042586	HLODWZPQSJVPFN-UHFFFAOYSA-N
XX0044888	QKQJSXYAMYUEJE-UHFFFAOYSA-N
XX0045067	WRKJWWFMKQHLIQ-UHFFFAOYSA-N
[etop]	[etop]
[fenb]	[fenb]
[flup]	[flup]
[stau]	[stau]
non-inf	non-inf
